Método;Entrada;Tempo;Execução;TipoOrdenacao;N
MERGESORT;a200;1.6963e-05;4;Aleatorio;200
QUICKSORT;a200;1.0742e-05;4;Aleatorio;200
HEAPSORT;a200;1.9436e-05;4;Aleatorio;200
MERGESORT;a2000;0.000189275;4;Aleatorio;2000
QUICKSORT;a2000;0.00014073;4;Aleatorio;2000
HEAPSORT;a2000;0.000291923;4;Aleatorio;2000
MERGESORT;a200000;0.0251685;4;Aleatorio;200000
QUICKSORT;a200000;0.0135442;4;Aleatorio;200000
HEAPSORT;a200000;0.0454087;4;Aleatorio;200000
MERGESORT;a2000000;0.263231;4;Aleatorio;2000000
QUICKSORT;a2000000;0.141332;4;Aleatorio;2000000
HEAPSORT;a2000000;0.546174;4;Aleatorio;2000000
MERGESORT;a30000;0.0035201;4;Aleatorio;30000
QUICKSORT;a30000;0.00232419;4;Aleatorio;30000
HEAPSORT;a30000;0.00581646;4;Aleatorio;30000
MERGESORT;a500;4.6558e-05;4;Aleatorio;500
QUICKSORT;a500;2.8944e-05;4;Aleatorio;500
HEAPSORT;a500;5.6006e-05;4;Aleatorio;500
MERGESORT;a5000;0.000505145;4;Aleatorio;5000
QUICKSORT;a5000;0.000368236;4;Aleatorio;5000
HEAPSORT;a5000;0.000822831;4;Aleatorio;5000
MERGESORT;a50000;0.00589486;4;Aleatorio;50000
QUICKSORT;a50000;0.00348072;4;Aleatorio;50000
HEAPSORT;a50000;0.0104593;4;Aleatorio;50000
MERGESORT;a500000;0.0634472;4;Aleatorio;500000
QUICKSORT;a500000;0.0356843;4;Aleatorio;500000
HEAPSORT;a500000;0.125768;4;Aleatorio;500000
MERGESORT;a7500;0.0008072;4;Aleatorio;7500
QUICKSORT;a7500;0.000531075;4;Aleatorio;7500
HEAPSORT;a7500;0.00136931;4;Aleatorio;7500
MERGESORT;a75000;0.00979231;4;Aleatorio;75000
QUICKSORT;a75000;0.00615594;4;Aleatorio;75000
HEAPSORT;a75000;0.0164155;4;Aleatorio;75000
MERGESORT;a750000;0.0965823;4;Aleatorio;750000
QUICKSORT;a750000;0.0552212;4;Aleatorio;750000
HEAPSORT;a750000;0.195538;4;Aleatorio;750000
MERGESORT;a100;8.504e-06;5;Aleatorio;100
QUICKSORT;a100;5.291e-06;5;Aleatorio;100
HEAPSORT;a100;7.796e-06;5;Aleatorio;100
MERGESORT;a1000;9.0119e-05;5;Aleatorio;1000
QUICKSORT;a1000;5.8454e-05;5;Aleatorio;1000
HEAPSORT;a1000;0.000127436;5;Aleatorio;1000
MERGESORT;a10000;0.00104035;5;Aleatorio;10000
QUICKSORT;a10000;0.000687829;5;Aleatorio;10000
HEAPSORT;a10000;0.00176376;5;Aleatorio;10000
MERGESORT;a100000;0.0121716;5;Aleatorio;100000
QUICKSORT;a100000;0.00709854;5;Aleatorio;100000
HEAPSORT;a100000;0.0218463;5;Aleatorio;100000
MERGESORT;a1000000;0.129241;5;Aleatorio;1000000
QUICKSORT;a1000000;0.0675628;5;Aleatorio;1000000
HEAPSORT;a1000000;0.261367;5;Aleatorio;1000000
MERGESORT;a1250000;0.162541;5;Aleatorio;1250000
QUICKSORT;a1250000;0.0837377;5;Aleatorio;1250000
HEAPSORT;a1250000;0.326483;5;Aleatorio;1250000
