Método;Entrada;Tempo;Execução
QUICKSORT;po1500000;0.0289964;6
HEAPSORT;po1500000;0.284919;6
MERGESORT;po200;1.3901e-05;6
QUICKSORT;po200;5.458e-06;6
HEAPSORT;po200;1.8134e-05;6
MERGESORT;po2000;0.000100126;6
QUICKSORT;po2000;4.2478e-05;6
HEAPSORT;po2000;0.000254175;6
MERGESORT;po200000;0.0126432;6
QUICKSORT;po200000;0.00413785;6
HEAPSORT;po200000;0.0346523;6
MERGESORT;po2000000;0.135211;6
QUICKSORT;po2000000;0.0381977;6
HEAPSORT;po2000000;0.384872;6
MERGESORT;po30000;0.00162806;6
QUICKSORT;po30000;0.000597372;6
HEAPSORT;po30000;0.00484153;6
MERGESORT;po500;2.886e-05;6
QUICKSORT;po500;1.2477e-05;6
HEAPSORT;po500;5.6598e-05;6
MERGESORT;po5000;0.000275237;6
QUICKSORT;po5000;9.8477e-05;6
HEAPSORT;po5000;0.00075616;6
MERGESORT;po50000;0.00326321;6
QUICKSORT;po50000;0.00113556;6
HEAPSORT;po50000;0.00865076;6
MERGESORT;po500000;0.033305;6
QUICKSORT;po500000;0.00968993;6
HEAPSORT;po500000;0.0906528;6
MERGESORT;po7500;0.000392298;6
QUICKSORT;po7500;0.0001585;6
HEAPSORT;po7500;0.00113221;6
MERGESORT;po75000;0.00516917;6
QUICKSORT;po75000;0.00152299;6
HEAPSORT;po75000;0.013029;6
MERGESORT;po750000;0.0488166;6
QUICKSORT;po750000;0.0141445;6
HEAPSORT;po750000;0.134014;6
